Date,Open,High,Low,Close,Adj Close,Volume,filename
2002-07-01,63.54999923706055,65.44999694824219,63.54999923706055,64.9749984741211,54.026981353759766,107294,data_file_APOLLOHOSP.csv
2002-07-02,65.0,66.9749984741211,65.0,66.19999694824219,55.04556655883789,224240,data_file_APOLLOHOSP.csv
2002-07-03,66.44999694824219,66.9000015258789,64.55000305175781,64.94999694824219,54.00619888305664,97578,data_file_APOLLOHOSP.csv
2002-07-04,65.4000015258789,66.25,64.82499694824219,65.07499694824219,54.110130310058594,99150,data_file_APOLLOHOSP.csv
2002-07-05,65.5,66.2249984741211,64.55000305175781,65.42500305175781,54.401161193847656,219024,data_file_APOLLOHOSP.csv
2002-07-08,66.25,69.5,65.57499694824219,68.05000305175781,56.5838623046875,619238,data_file_APOLLOHOSP.csv
2002-07-09,69.19999694824219,69.4749984741211,66.42500305175781,66.9000015258789,55.62764358520508,267182,data_file_APOLLOHOSP.csv
2002-07-10,67.2249984741211,67.2249984741211,65.0250015258789,65.1500015258789,54.17250061035156,95100,data_file_APOLLOHOSP.csv
2002-07-11,65.0,65.19999694824219,63.900001525878906,64.5250015258789,53.65281295776367,197056,data_file_APOLLOHOSP.csv
2002-07-12,65.05000305175781,66.125,63.150001525878906,64.0250015258789,53.237064361572266,137764,data_file_APOLLOHOSP.csv
2002-07-15,64.1500015258789,64.1500015258789,61.29999923706055,62.25,51.76113128662109,157412,data_file_APOLLOHOSP.csv
2002-07-16,63.25,63.25,61.5,62.375,51.86507034301758,73214,data_file_APOLLOHOSP.csv
2002-07-17,62.5,62.5,59.84999847412109,60.875,50.6178092956543,131692,data_file_APOLLOHOSP.csv
2002-07-18,61.70000076293945,64.80000305175781,61.25,64.17500305175781,53.36178207397461,174322,data_file_APOLLOHOSP.csv
2002-07-19,64.69999694824219,65.94999694824219,62.75,65.3499984741211,54.33879852294922,293544,data_file_APOLLOHOSP.csv
2002-07-22,62.79999923706055,64.25,62.5,63.79999923706055,53.04996109008789,159256,data_file_APOLLOHOSP.csv
2002-07-23,62.525001525878906,64.44999694824219,62.525001525878906,64.0999984741211,53.299415588378906,87750,data_file_APOLLOHOSP.csv
2002-07-24,63.650001525878906,64.0,61.75,62.32500076293945,51.82349395751953,78882,data_file_APOLLOHOSP.csv
2002-07-25,63.5,64.19999694824219,62.5,63.375,52.696563720703125,120256,data_file_APOLLOHOSP.csv
2002-07-26,63.5,63.5,59.25,59.57500076293945,49.53686141967773,152200,data_file_APOLLOHOSP.csv
2002-07-29,52.525001525878906,60.125,52.525001525878906,54.95000076293945,45.69115447998047,179162,data_file_APOLLOHOSP.csv
2002-07-30,62.54999923706055,62.54999923706055,54.75,56.025001525878906,46.58500671386719,171770,data_file_APOLLOHOSP.csv
2002-07-31,55.09999847412109,55.09999847412109,50.75,51.0,42.40670394897461,315748,data_file_APOLLOHOSP.csv
2002-08-01,52.47499847412109,52.5,49.0,49.625,41.26339721679688,394458,data_file_APOLLOHOSP.csv
2002-08-02,52.5,52.5,47.29999923706055,47.59999847412109,39.57959747314453,178858,data_file_APOLLOHOSP.csv
2002-08-05,48.900001525878906,49.0,47.75,48.09999847412109,39.9953498840332,206692,data_file_APOLLOHOSP.csv
2002-08-06,48.275001525878906,49.0,45.59999847412109,46.95000076293945,39.03913116455078,450892,data_file_APOLLOHOSP.csv
2002-08-07,48.375,51.20000076293945,47.84999847412109,49.95000076293945,41.53364181518555,634818,data_file_APOLLOHOSP.csv
2002-08-08,50.5,52.04999923706055,48.34999847412109,48.84999847412109,40.61897659301758,456654,data_file_APOLLOHOSP.csv
2002-08-09,49.04999923706055,50.32500076293945,48.5,49.32500076293945,41.01394271850586,239952,data_file_APOLLOHOSP.csv
2002-08-12,49.95000076293945,50.70000076293945,49.125,49.67499923706055,41.304962158203125,163646,data_file_APOLLOHOSP.csv
2002-08-13,50.25,50.79999923706055,49.775001525878906,50.09999847412109,41.65835571289063,101280,data_file_APOLLOHOSP.csv
2002-08-14,49.92499923706055,50.5,49.525001525878906,50.20000076293945,41.74150466918945,110996,data_file_APOLLOHOSP.csv
2002-08-15,50.20000076293945,50.20000076293945,50.20000076293945,50.20000076293945,41.74150466918945,0,data_file_APOLLOHOSP.csv
2002-08-16,52.95000076293945,52.95000076293945,50.04999923706055,50.17499923706055,41.7207145690918,110180,data_file_APOLLOHOSP.csv
2002-08-19,50.47499847412109,50.5,49.84999847412109,50.025001525878906,41.59599304199219,87556,data_file_APOLLOHOSP.csv
2002-08-20,50.5,50.75,50.22499847412109,50.42499923706055,41.9286003112793,97342,data_file_APOLLOHOSP.csv
2002-08-21,50.70000076293945,50.79999923706055,49.82500076293945,49.97499847412109,41.55440902709961,115268,data_file_APOLLOHOSP.csv
2002-08-22,50.70000076293945,50.70000076293945,49.0,49.32500076293945,41.01394271850586,60410,data_file_APOLLOHOSP.csv
2002-08-23,49.025001525878906,49.22499847412109,48.25,48.45000076293945,40.286376953125,83316,data_file_APOLLOHOSP.csv
2002-08-26,48.5,52.92499923706055,48.5,49.775001525878906,41.38811492919922,272426,data_file_APOLLOHOSP.csv
2002-08-27,50.67499923706055,50.67499923706055,48.25,48.525001525878906,40.3487434387207,115742,data_file_APOLLOHOSP.csv
2002-08-28,48.650001525878906,48.95000076293945,47.875,48.400001525878906,40.24480819702149,124822,data_file_APOLLOHOSP.csv
2002-08-29,48.84999847412109,49.95000076293945,47.75,48.07500076293945,39.97456359863281,131684,data_file_APOLLOHOSP.csv
2002-08-30,48.875,48.875,48.0,48.32500076293945,40.18244552612305,151302,data_file_APOLLOHOSP.csv
2002-09-02,48.22499847412109,50.95000076293945,48.22499847412109,49.09999847412109,41.91094207763672,367026,data_file_APOLLOHOSP.csv
2002-09-03,49.375,49.375,48.125,48.29999923706055,41.22807693481445,101302,data_file_APOLLOHOSP.csv
2002-09-04,48.04999923706055,48.75,47.29999923706055,47.84999847412109,40.84395599365234,105816,data_file_APOLLOHOSP.csv
2002-09-05,48.5,49.09999847412109,48.125,48.34999847412109,41.27074432373047,152176,data_file_APOLLOHOSP.csv
2002-09-06,49.0,49.0,47.25,47.47499847412109,40.52387237548828,118270,data_file_APOLLOHOSP.csv
2002-09-09,48.70000076293945,48.70000076293945,46.54999923706055,46.70000076293945,39.862342834472656,55628,data_file_APOLLOHOSP.csv
2002-09-10,46.70000076293945,46.70000076293945,46.70000076293945,46.70000076293945,39.862342834472656,0,data_file_APOLLOHOSP.csv
2002-09-11,47.25,47.70000076293945,47.09999847412109,47.22499847412109,40.31047821044922,100552,data_file_APOLLOHOSP.csv
2002-09-12,47.29999923706055,47.75,46.75,47.54999923706055,40.587890625,87496,data_file_APOLLOHOSP.csv
2002-09-13,47.95000076293945,48.5,47.125,47.54999923706055,40.587890625,93418,data_file_APOLLOHOSP.csv
2002-09-16,47.20000076293945,47.875,47.20000076293945,47.54999923706055,40.587890625,110190,data_file_APOLLOHOSP.csv
2002-09-17,48.0,52.92499923706055,48.0,51.09999847412109,43.61811065673828,1435920,data_file_APOLLOHOSP.csv
2002-09-18,51.125,53.67499923706055,50.375,51.82500076293945,44.23695373535156,2195964,data_file_APOLLOHOSP.csv
2002-09-19,52.45000076293945,52.92499923706055,49.54999923706055,49.92499923706055,42.61514663696289,1080386,data_file_APOLLOHOSP.csv
2002-09-20,49.5,51.525001525878906,48.75,50.72499847412109,43.29800415039063,757652,data_file_APOLLOHOSP.csv
2002-09-23,51.45000076293945,52.29999923706055,50.54999923706055,50.875,43.426055908203125,542178,data_file_APOLLOHOSP.csv
2002-09-24,50.5,50.5,49.25,49.57500076293945,42.31639862060547,253932,data_file_APOLLOHOSP.csv
2002-09-25,49.29999923706055,51.45000076293945,48.54999923706055,50.95000076293945,43.49007415771485,537694,data_file_APOLLOHOSP.csv
2002-09-26,51.95000076293945,51.97499847412109,50.5,50.72499847412109,43.29800415039063,273202,data_file_APOLLOHOSP.csv
2002-09-27,50.75,51.84999847412109,49.900001525878906,51.07500076293945,43.59677505493164,384266,data_file_APOLLOHOSP.csv
2002-09-30,50.04999923706055,51.17499923706055,49.54999923706055,49.84999847412109,42.55112075805664,231938,data_file_APOLLOHOSP.csv
2002-10-01,49.5,50.22499847412109,48.07500076293945,49.17499923706055,41.97496032714844,203808,data_file_APOLLOHOSP.csv
2002-10-02,49.17499923706055,49.17499923706055,49.17499923706055,49.17499923706055,41.97496032714844,0,data_file_APOLLOHOSP.csv
2002-10-03,49.0,49.775001525878906,48.95000076293945,49.25,42.03897857666016,167462,data_file_APOLLOHOSP.csv
2002-10-04,49.0,49.625,48.54999923706055,49.0,41.82558822631836,132824,data_file_APOLLOHOSP.csv
2002-10-07,49.25,49.97499847412109,48.5,49.67499923706055,42.40174865722656,102140,data_file_APOLLOHOSP.csv
2002-10-08,50.0,50.34999847412109,49.54999923706055,49.97499847412109,42.657833099365234,119136,data_file_APOLLOHOSP.csv
2002-10-09,50.25,50.67499923706055,49.375,49.42499923706055,42.188358306884766,102938,data_file_APOLLOHOSP.csv
2002-10-10,49.47499847412109,49.59999847412109,48.25,49.275001525878906,42.06032180786133,72740,data_file_APOLLOHOSP.csv
2002-10-11,49.54999923706055,50.150001525878906,49.375,49.47499847412109,42.23102951049805,67306,data_file_APOLLOHOSP.csv
2002-10-14,49.5,50.0,49.375,49.82500076293945,42.52978897094727,79978,data_file_APOLLOHOSP.csv
2002-10-15,49.82500076293945,49.82500076293945,49.82500076293945,49.82500076293945,42.52978897094727,0,data_file_APOLLOHOSP.csv
2002-10-16,50.625,50.625,48.79999923706055,49.32500076293945,42.10301208496094,98804,data_file_APOLLOHOSP.csv
2002-10-17,49.125,49.5,49.0,49.29999923706055,42.08165740966797,35772,data_file_APOLLOHOSP.csv
