Date,Open,High,Low,Close,Adj Close,Volume
2007-11-27,116.1750259399414,116.1750259399414,110.25003051757812,111.41252899169922,70.06256866455078,15429898
2007-11-28,113.85002899169922,114.37503051757812,109.01252746582031,109.76252746582031,69.02497100830078,12326483
2007-11-29,112.50003051757812,113.10002899169922,105.41252899169922,106.8000259399414,67.1619644165039,19148225
2007-11-30,108.75003051757812,111.60002899169922,107.2500228881836,110.9250259399414,69.7560043334961,13828291
2007-12-03,112.2750244140625,113.88752746582031,111.41252899169922,112.50003051757812,70.74645233154297,12638420
2007-12-04,113.25003051757812,114.18753051757812,110.2125244140625,111.03752899169922,69.8267593383789,10506545
2007-12-05,111.22502899169922,115.87503051757812,111.00003051757812,115.4625244140625,72.60945129394531,20793968
2007-12-06,117.97502899169922,119.7375259399414,111.8625259399414,113.32502746582031,71.26526641845703,18078532
2007-12-07,114.03752899169922,115.6500244140625,110.81253051757812,112.8375244140625,70.95869445800781,8806789
2007-12-10,113.9250259399414,114.3375244140625,111.4875259399414,112.95002746582031,71.02945709228516,6247507
2007-12-11,113.9625244140625,114.60002899169922,111.8625259399414,112.4250259399414,70.69931030273438,8764463
2007-12-12,111.00003051757812,113.3625259399414,110.25003051757812,112.35002899169922,70.65213012695312,12256598
2007-12-13,112.50003051757812,114.00003051757812,110.06253051757812,110.47502899169922,69.4730453491211,10965129
2007-12-14,110.10002899169922,111.1125259399414,108.82502746582031,109.38752746582031,68.7891616821289,8243888
2007-12-17,110.0250244140625,110.62503051757812,101.2500228881836,102.78752136230469,64.638671875,14516759
2007-12-18,101.6250228881836,105.7500228881836,99.1500244140625,102.3375244140625,64.35570526123047,16205837
2007-12-19,105.63752746582031,106.53752899169922,99.60002136230469,100.4625244140625,63.176605224609375,14645184
2007-12-20,101.7750244140625,102.60002136230469,99.0000228881836,99.45002746582031,62.53986358642578,12828903
2007-12-24,100.95002746582031,104.10002899169922,100.1250228881836,102.4875259399414,64.45002746582031,12533639
2007-12-26,103.0500259399414,106.8750228881836,103.0500259399414,105.60002899169922,66.4073715209961,15697570
2007-12-27,107.7750244140625,109.2750244140625,105.45002746582031,106.35002899169922,66.87897491455078,33423958
2007-12-28,106.1250228881836,107.6250228881836,105.0000228881836,107.1750259399414,67.39779663085938,13765888
2007-12-31,108.00003051757812,108.60002899169922,106.6500244140625,107.9625244140625,67.89303588867188,8986731
2008-01-01,108.5250244140625,110.9625244140625,107.51252746582031,109.95002746582031,69.14286041259766,12515810
2008-01-02,109.95002746582031,110.7750244140625,107.7375259399414,109.35002899169922,68.76557922363281,10077960
2008-01-03,108.6750259399414,114.3000259399414,107.3625259399414,113.85002899169922,71.5954360961914,23861414
2008-01-04,115.50003051757812,117.00003051757812,112.50003051757812,113.25003051757812,71.21810150146484,21008482
2008-01-07,112.53752899169922,114.9000244140625,111.1125259399414,112.31253051757812,70.6285400390625,11893547
2008-01-08,112.4250259399414,114.00003051757812,107.1750259399414,108.4875259399414,68.22317504882812,9962000
2008-01-09,108.60002899169922,109.0875244140625,106.5000228881836,106.76252746582031,67.1384048461914,9835145
2008-01-10,107.2500228881836,110.25003051757812,103.5000228881836,104.2125244140625,65.5347900390625,13517252
2008-01-11,105.63752746582031,106.8000259399414,101.6250228881836,105.78752899169922,66.52525329589844,8722080
2008-01-14,105.97502899169922,108.5250244140625,104.28752899169922,107.4000244140625,67.53929901123047,7698180
2008-01-15,109.12503051757812,109.57502746582031,103.2750244140625,104.13752746582031,65.4876480102539,8668751
2008-01-16,103.38752746582031,104.2500228881836,99.41252136230469,102.0000228881836,64.1434555053711,11125549
2008-01-17,102.3750228881836,107.0625228881836,100.20002746582031,104.7375259399414,65.86494445800781,12127046
2008-01-18,103.8750228881836,103.9875259399414,99.0000228881836,99.8625259399414,62.79928207397461,9940617
2008-01-21,99.0000228881836,99.0000228881836,72.18751525878906,82.8750228881836,52.11655044555664,24901792
2008-01-22,74.70001983642578,78.75001525878906,59.2125129699707,74.55001831054688,46.88131332397461,44066780
2008-01-23,75.75001525878906,86.0625228881836,75.75001525878906,82.8750228881836,52.11655044555664,21319493
2008-01-24,87.3375244140625,88.95001983642578,79.12501525878906,83.0625228881836,52.23447036743164,22433947
2008-01-25,87.0000228881836,87.7500228881836,83.8125228881836,87.3375244140625,54.92284393310547,9413041
2008-01-28,86.13751983642578,88.95001983642578,79.12501525878906,88.2750244140625,55.512386322021484,10200832
2008-01-29,88.5000228881836,89.7750244140625,85.5000228881836,86.8125228881836,54.59270095825195,5759907
2008-01-30,87.0000228881836,87.3750228881836,80.92501831054688,82.01251983642578,51.57416534423828,6762076
2008-01-31,82.8750228881836,83.10002136230469,75.75001525878906,76.65001678466797,48.201927185058594,31153922
2008-02-01,77.96251678466797,79.87501525878906,77.25001525878906,79.31251525878906,49.876243591308594,6816900
2008-02-04,80.8125228881836,84.3750228881836,80.8125228881836,83.40001678466797,52.44669723510742,9007039
2008-02-05,83.55001831054688,87.11251831054688,81.7500228881836,85.98751831054688,54.07386779785156,10944977
2008-02-06,83.6250228881836,86.2500228881836,80.47502136230469,85.23751831054688,53.60223388671875,9321913
2008-02-07,84.07501983642578,86.9625244140625,80.70001983642578,81.22502136230469,51.07895278930664,8475059
2008-02-08,81.7500228881836,82.42501831054688,77.66252136230469,79.12501525878906,49.758331298828125,10135648
2008-02-11,80.2500228881836,80.2500228881836,72.75001525878906,73.53752136230469,46.24459457397461,11349998
2008-02-12,75.75001525878906,76.23751831054688,71.62501525878906,72.22502136230469,45.41923522949219,7678220
2008-02-13,73.50001525878906,74.43751525878906,69.71251678466797,71.17501831054688,44.75893020629883,7796815
2008-02-14,72.75001525878906,78.18751525878906,72.75001525878906,77.40001678466797,48.67354965209961,9385502
2008-02-15,77.10002136230469,80.2500228881836,75.03752136230469,79.61251831054688,50.06490707397461,9060743
2008-02-18,81.41252136230469,81.41252136230469,78.48751831054688,79.16252136230469,49.781925201416016,5232865
2008-02-19,80.58751678466797,80.77501678466797,77.70001983642578,78.30001831054688,49.23953628540039,5419906
2008-02-20,77.55001831054688,77.58751678466797,75.48751831054688,76.35002136230469,48.01325988769531,4203749
2008-02-21,77.58751678466797,78.18751525878906,75.93751525878906,76.87501525878906,48.34341812133789,2905773
2008-02-22,74.32501983642578,76.38751983642578,73.53752136230469,75.90001678466797,47.73028564453125,2018415
2008-02-25,76.80001831054688,77.47502136230469,74.70001983642578,76.53752136230469,48.13117980957031,4702640
2008-02-26,77.25001525878906,77.92501831054688,76.46251678466797,76.83751678466797,48.319828033447266,5354567
2008-02-27,77.96251678466797,85.35002136230469,77.96251678466797,81.33751678466797,51.14968490600586,32417349
2008-02-28,82.1250228881836,84.26251983642578,81.0000228881836,83.6250228881836,52.58820724487305,26822885
2008-02-29,83.10002136230469,84.7500228881836,81.07501983642578,82.42501831054688,51.83356857299805,12358096
2008-03-03,78.82501983642578,81.60002136230469,78.07501983642578,78.97502136230469,49.664024353027344,7536864
2008-03-04,79.50001525878906,79.80001831054688,75.00001525878906,76.95001983642578,48.39057159423828,8613899
2008-03-05,77.32501983642578,78.75001525878906,75.07501983642578,78.37501525878906,49.28669357299805,6435790
2008-03-07,77.25001525878906,77.25001525878906,71.25001525878906,74.36251831054688,46.7634162902832,10688943
2008-03-10,74.10002136230469,74.25001525878906,69.48751831054688,73.72502136230469,46.59749984741211,8785244
2008-03-11,73.12501525878906,80.55001831054688,71.40001678466797,79.80001831054688,50.43716049194336,14748846
2008-03-12,81.97502136230469,82.5000228881836,77.02501678466797,77.77501678466797,49.15727233886719,9196763
2008-03-13,75.75001525878906,76.50001525878906,65.25001525878906,67.08751678466797,42.402305603027344,35250063
2008-03-14,68.96251678466797,72.00001525878906,67.57501220703125,71.70001983642578,45.31760787963867,26848905
2008-03-17,70.35001373291016,70.35001373291016,67.42501831054688,68.88751983642578,43.539981842041016,14408455
2008-03-18,68.77501678466797,70.83751678466797,67.65001678466797,69.48751831054688,43.91920852661133,9474702
2008-03-19,72.75001525878906,77.85002136230469,69.45001983642578,69.90001678466797,44.179935455322266,12336767
2008-03-24,72.52501678466797,72.52501678466797,69.03751373291016,70.57501983642578,44.6065673828125,8727685
2008-03-25,72.41252136230469,73.68751525878906,71.10001373291016,73.23751831054688,46.28937530517578,9924317
2008-03-26,72.75001525878906,74.55001831054688,72.00001525878906,72.78752136230469,46.004974365234375,8586235
2008-03-27,71.70001983642578,74.81251525878906,71.70001983642578,74.10002136230469,46.83450698852539,13068842
2008-03-28,74.43751525878906,74.81251525878906,72.30001831054688,74.25001525878906,46.9293212890625,8699633
2008-03-31,74.25001525878906,74.58751678466797,72.75001525878906,73.72502136230469,46.59749984741211,7436028
2008-04-01,74.25001525878906,74.92501831054688,72.93751525878906,73.87501525878906,46.692317962646484,4525941
2008-04-02,74.25001525878906,77.25001525878906,74.25001525878906,75.07501983642578,47.450767517089844,4565268
2008-04-03,75.26251983642578,75.60002136230469,73.87501525878906,74.47502136230469,47.0715217590332,2912605
2008-04-04,74.96251678466797,74.96251678466797,72.67501831054688,74.10002136230469,46.83450698852539,4429902
2008-04-07,74.21251678466797,74.55001831054688,72.93751525878906,73.80001831054688,46.6448974609375,3066547
2008-04-08,73.68751525878906,73.83751678466797,71.40001678466797,71.92501831054688,45.45982360839844,4315358
2008-04-09,72.15001678466797,72.75001525878906,71.28751373291016,72.11251831054688,45.57833480834961,2832280
2008-04-10,72.00001525878906,74.06251525878906,71.73751831054688,73.53752136230469,46.47898864746094,5306473
2008-04-11,74.25001525878906,74.62501525878906,73.12501525878906,73.87501525878906,46.692317962646484,3009495
2008-04-15,73.42501831054688,75.37501525878906,72.15001678466797,75.00001525878906,47.40335464477539,4772089
2008-04-16,75.75001525878906,76.27501678466797,73.68751525878906,73.98751831054688,46.76342010498047,3544345
2008-04-17,75.11251831054688,78.60002136230469,74.28752136230469,76.83751678466797,48.564735412597656,11123375
2008-04-21,78.00001525878906,79.42501831054688,77.25001525878906,78.07501983642578,49.346893310546875,5729521
2008-04-22,78.00001525878906,80.2500228881836,77.25001525878906,79.35002136230469,50.152740478515625,6611077
2008-04-23,79.50001525878906,80.36251831054688,78.37501525878906,79.42501831054688,50.20014953613281,3949203
2008-04-24,80.2500228881836,80.40001678466797,75.93751525878906,76.61251831054688,48.42253494262695,6601335
2008-04-25,78.00001525878906,78.33751678466797,76.20001983642578,77.25001525878906,48.82546615600586,3071992
2008-04-28,77.32501983642578,79.05001831054688,77.25001525878906,77.55001831054688,49.01506805419922,3531183
2008-04-29,78.00001525878906,79.38751983642578,77.62501525878906,78.63751983642578,49.70241165161133,4872857
2008-04-30,79.42501831054688,80.17501831054688,78.75001525878906,79.16252136230469,50.03423309326172,4748533
2008-05-02,80.36251831054688,82.1250228881836,79.72502136230469,79.87501525878906,50.48457336425781,4243813
2008-05-05,80.92501831054688,81.3750228881836,78.97502136230469,79.50001525878906,50.247554779052734,5731719
2008-05-06,78.86251831054688,80.40001678466797,78.37501525878906,78.82501983642578,49.82094192504883,3795875
2008-05-07,78.75001525878906,79.27501678466797,76.50001525878906,77.70001983642578,49.1098747253418,3227329
2008-05-08,77.10002136230469,77.55001831054688,76.31251525878906,76.76251983642578,48.5173454284668,2731555
2008-05-09,75.75001525878906,78.30001831054688,75.15001678466797,76.31251525878906,48.23291778564453,6466321
2008-05-12,76.31251525878906,76.87501525878906,74.62501525878906,76.31251525878906,48.23291778564453,3667796
2008-05-13,76.65001678466797,77.10002136230469,75.90001678466797,76.53752136230469,48.375125885009766,3792575
2008-05-14,75.00001525878906,77.06251525878906,75.00001525878906,76.65001678466797,48.446231842041016,2236864
2008-05-15,75.00001525878906,77.55001831054688,75.00001525878906,76.68751525878906,48.46992874145508,1985070
2008-05-16,77.25001525878906,77.51251983642578,76.35002136230469,77.28752136230469,48.84917449951172,3316716
2008-05-20,76.50001525878906,77.43751525878906,76.35002136230469,77.13751983642578,48.754356384277344,2598684
2008-05-21,75.37501525878906,78.75001525878906,75.37501525878906,77.62501525878906,49.06247329711914,2564316
2008-05-22,75.75001525878906,76.95001983642578,75.75001525878906,76.57501983642578,48.398826599121094,2668500
2008-05-23,76.12501525878906,77.17501831054688,75.00001525878906,75.30001831054688,47.59297180175781,3312771
2008-05-26,71.25001525878906,75.18751525878906,71.25001525878906,74.73751831054688,47.237449645996094,1954355
2008-05-27,74.85002136230469,75.67501831054688,72.15001678466797,72.48751831054688,45.81534957885742,2487412
2008-05-28,72.75001525878906,75.60002136230469,71.47501373291016,75.15001678466797,47.49816131591797,3379275
2008-05-29,75.93751525878906,77.25001525878906,74.17501831054688,76.38751983642578,48.28032684326172,8269659
2008-05-30,76.57501983642578,76.87501525878906,73.65001678466797,73.95001983642578,46.73971176147461,3017572
2008-06-02,73.50001525878906,75.00001525878906,69.75001525878906,70.80001831054688,44.7487678527832,3323696
2008-06-03,69.75001525878906,70.50001525878906,67.53751373291016,68.17501831054688,43.08966064453125,4680574
2008-06-04,67.87501525878906,68.58751678466797,65.66251373291016,66.07501220703125,41.762351989746094,4321566
2008-06-05,66.00001525878906,66.45001220703125,63.75001525878906,65.96251678466797,41.69125747680664,7290824
2008-06-06,65.62501525878906,67.98751831054688,64.31251525878906,65.25001525878906,41.24091720581055,4737817
2008-06-09,64.50001525878906,65.92501831054688,61.50001525878906,64.35001373291016,40.672080993652344,4875606
2008-06-10,63.75001525878906,64.42501831054688,62.43751525878906,63.90001678466797,40.387657165527344,5038426
2008-06-11,64.50001525878906,65.25001525878906,63.75001525878906,64.20001220703125,40.577266693115234,1939631
2008-06-12,63.37501525878906,65.02501678466797,61.50001525878906,64.65001678466797,40.861698150634766,2433159
2008-06-13,64.53751373291016,65.17501831054688,63.56251525878906,64.23751831054688,40.600982666015625,3186323
2008-06-16,64.80001831054688,67.50001525878906,64.57501220703125,66.48751831054688,42.0230712890625,3265961
2008-06-17,67.42501831054688,69.00001525878906,65.32501220703125,68.47501373291016,43.27925491333008,3552063
2008-06-18,68.25001525878906,69.90001678466797,68.25001525878906,68.40001678466797,43.231868743896484,3791264
2008-06-19,67.05001831054688,68.25001525878906,65.85001373291016,66.93751525878906,42.307491302490234,3165953
2008-06-20,67.50001525878906,67.76251220703125,64.53751373291016,65.40001678466797,41.33572006225586,2878341
2008-06-23,64.87501525878906,65.10001373291016,62.475013732910156,63.11251449584961,39.88992691040039,3387037
2008-06-24,63.11251449584961,64.05001831054688,60.52501678466797,61.162513732910156,38.65743637084961,3928652
2008-06-25,60.00001525878906,60.71251678466797,58.12501525878906,59.475013732910156,37.590858459472656,2950409
2008-06-26,59.81251525878906,65.55001831054688,59.81251525878906,62.850013732910156,39.7240104675293,13689937
2008-06-27,60.75001525878906,62.100013732910156,59.73751449584961,60.075016021728516,37.9700927734375,5115962
2008-06-30,60.037513732910156,60.600013732910156,57.18751525878906,58.87501525878906,37.211639404296875,3447236
2008-07-01,58.87501525878906,58.87501525878906,52.61251449584961,54.7125129699707,34.580753326416016,4651721
2008-07-02,54.7500114440918,57.7125129699707,52.98751449584961,57.11251449584961,36.097660064697266,3934472
2008-07-03,56.62501525878906,57.11251449584961,54.0000114440918,55.61251449584961,35.14958190917969,3545095
2008-07-04,54.7500114440918,57.45001220703125,54.3750114440918,56.36251449584961,35.62363052368164,3647111
2008-07-07,57.11251449584961,59.92501449584961,57.11251449584961,57.600013732910156,36.405784606933594,4146010
2008-07-08,53.2500114440918,60.75001525878906,53.2500114440918,59.287513732910156,37.472347259521484,6265710
2008-07-09,60.075016021728516,63.67501449584961,60.075016021728516,63.412513732910156,40.07954025268555,5145577
2008-07-10,63.412513732910156,66.97501373291016,61.65001678466797,66.18751525878906,41.833465576171875,5412131
2008-07-11,66.82501220703125,67.65001678466797,62.55001449584961,63.037513732910156,39.8425178527832,4530593
2008-07-14,61.50001525878906,65.32501220703125,61.50001525878906,63.075016021728516,39.86622619628906,4456612
2008-07-15,61.50001525878906,62.17501449584961,60.00001525878906,60.450016021728516,38.20710372924805,2770033
2008-07-16,60.450016021728516,61.50001525878906,57.787513732910156,58.80001449584961,37.16423416137695,5230404
2008-07-17,60.00001525878906,62.25001525878906,60.00001525878906,61.80001449584961,39.06036376953125,3778679
2008-07-18,62.92501449584961,65.77501678466797,61.08751678466797,65.25001525878906,41.24091720581055,4487382
2008-07-21,66.37501525878906,69.33751678466797,65.28751373291016,68.92501831054688,43.56367874145508,6565641
2008-07-22,68.92501831054688,72.37501525878906,68.32501983642578,71.73751831054688,45.341304779052734,9473292
2008-07-23,74.92501831054688,78.30001831054688,73.57501983642578,76.80001831054688,48.541038513183594,9599152
2008-07-24,69.48751831054688,78.22502136230469,69.48751831054688,74.10002136230469,46.83450698852539,8073225
2008-07-25,73.31251525878906,76.65001678466797,71.43751525878906,74.25001525878906,46.9293212890625,8032785
2008-07-28,74.25001525878906,75.71251678466797,72.82501983642578,73.65001678466797,46.55009841918945,4150410
2008-07-29,72.00001525878906,73.12501525878906,70.12501525878906,70.68751525878906,44.67765808105469,3859447
2008-07-30,71.32501983642578,74.25001525878906,71.32501983642578,73.65001678466797,46.55009841918945,5516059
2008-07-31,74.92501831054688,74.92501831054688,70.12501525878906,71.06251525878906,44.914669036865234,4504888
2008-08-01,69.93751525878906,73.42501831054688,67.50001525878906,73.12501525878906,46.2182731628418,3524559
2008-08-04,71.66251373291016,74.92501831054688,71.66251373291016,73.57501983642578,46.5026969909668,3226009
2008-08-05,73.87501525878906,77.43751525878906,73.12501525878906,76.87501525878906,48.588443756103516,6870836
2008-08-06,79.61251831054688,79.61251831054688,74.40001678466797,74.92501831054688,47.35594177246094,6462443
2008-08-07,72.41252136230469,76.42501831054688,72.41252136230469,74.73751831054688,47.237449645996094,3607024
2008-08-08,73.87501525878906,75.30001831054688,73.20001983642578,73.46251678466797,46.43159866333008,3662868
2008-08-11,74.40001678466797,75.22502136230469,73.57501983642578,74.13751983642578,46.85821533203125,2036028
2008-08-12,74.62501525878906,75.00001525878906,72.30001831054688,72.86251831054688,46.05236053466797,4350957
2008-08-13,72.00001525878906,73.87501525878906,71.43751525878906,73.16252136230469,46.24199295043945,2065956
2008-08-14,72.75001525878906,73.50001525878906,71.25001525878906,71.40001678466797,45.127986907958984,1924771
2008-08-18,71.25001525878906,72.75001525878906,69.90001678466797,70.57501983642578,44.6065673828125,2222294
2008-08-19,70.46251678466797,70.87501525878906,67.83751678466797,69.26251983642578,43.777008056640625,2205858
2008-08-20,69.75001525878906,70.61251831054688,69.56251525878906,70.05001831054688,44.274742126464844,2489558
2008-08-21,69.75001525878906,70.46251678466797,68.47501373291016,69.30001831054688,43.800697326660156,3103864
2008-08-22,71.70001983642578,71.70001983642578,66.82501220703125,68.58751678466797,43.35036849975586,3104909
2008-08-25,70.27501678466797,70.27501678466797,68.85001373291016,69.33751678466797,43.82440185546875,1525670
2008-08-26,68.62501525878906,69.67501831054688,68.17501831054688,69.45001983642578,43.8955078125,1117118
2008-08-27,69.82501983642578,70.31251525878906,67.68751525878906,68.06251525878906,43.01853942871094,3222876
2008-08-28,68.25001525878906,69.00001525878906,66.18751525878906,67.05001831054688,42.37860107421875,5536558
2008-08-29,68.25001525878906,70.08751678466797,67.95001220703125,69.82501983642578,44.132530212402344,1664310
2008-09-01,69.15001678466797,69.56251525878906,67.87501525878906,69.26251983642578,44.10865020751953,2562802
2008-09-02,69.75001525878906,73.20001983642578,69.15001678466797,72.90001678466797,46.42511749267578,3772803
2008-09-04,72.07501983642578,72.67501831054688,70.76251983642578,71.36251831054688,45.44599533081055,2109994
2008-09-05,70.50001525878906,70.57501983642578,69.00001525878906,69.78751373291016,44.44298553466797,2498016
2008-09-08,73.50001525878906,76.42501831054688,72.75001525878906,73.46251678466797,46.78335189819336,6283461
2008-09-09,73.46251678466797,74.32501983642578,72.03752136230469,73.72502136230469,46.95050811767578,2802959
2008-09-10,73.35002136230469,74.32501983642578,72.37501525878906,73.08751678466797,46.544525146484375,2885773
2008-09-11,72.75001525878906,72.75001525878906,70.57501983642578,71.13751983642578,45.302703857421875,1925515
2008-09-12,71.62501525878906,73.80001831054688,70.68751525878906,71.85001373291016,45.75644302368164,4570016
2008-09-15,69.22501373291016,70.31251525878906,65.28751373291016,67.31251525878906,42.86681365966797,5077701
2008-09-16,64.68751525878906,69.22501373291016,63.75001525878906,68.62501525878906,43.70265197753906,3490965
2008-09-17,69.60001373291016,69.60001373291016,66.00001525878906,66.86251831054688,42.58024215698242,3505643
2008-09-18,66.00001525878906,68.02501678466797,61.912513732910156,66.71251678466797,42.48472213745117,4952782
2008-09-19,68.28751373291016,71.13751983642578,67.50001525878906,70.76251983642578,45.06389617919922,7366298
2008-09-22,72.75001525878906,75.75001525878906,68.66251373291016,69.22501373291016,44.08475875854492,3121885
2008-09-23,68.40001678466797,69.93751525878906,67.12501525878906,68.40001678466797,43.559383392333984,4927262
2008-09-24,68.62501525878906,70.72501373291016,67.72501373291016,69.97501373291016,44.5623893737793,4297577
2008-09-25,70.16251373291016,70.46251678466797,66.18751525878906,67.80001831054688,43.17727279663086,8195087
2008-09-26,68.17501831054688,68.17501831054688,65.55001831054688,66.71251678466797,42.48472213745117,3725959
2008-09-29,68.62501525878906,68.62501525878906,63.00001525878906,64.23751831054688,40.908565521240234,5894973
2008-09-30,60.75001525878906,66.75001525878906,60.75001525878906,64.35001373291016,40.980201721191406,4962329
2008-10-01,65.17501831054688,67.12501525878906,63.86251449584961,66.48751831054688,42.341426849365234,2807804
2008-10-03,66.82501220703125,68.25001525878906,65.62501525878906,67.42501831054688,42.9384651184082,3511055
2008-10-06,66.67501831054688,67.50001525878906,64.68751525878906,66.03751373291016,42.05485534667969,4170208
2008-10-07,66.00001525878906,69.67501831054688,66.00001525878906,68.21251678466797,43.43996810913086,7446194
2008-10-08,65.92501831054688,68.25001525878906,63.075016021728516,67.68751525878906,43.10562515258789,7489104
2008-10-10,67.42501831054688,68.81251525878906,62.287513732910156,67.27501678466797,42.84293746948242,6768884
2008-10-13,67.61251831054688,69.15001678466797,67.16251373291016,68.62501525878906,43.70265197753906,5104216
2008-10-14,69.00001525878906,71.17501831054688,66.45001220703125,66.97501373291016,42.65188217163086,3824537
2008-10-15,66.60001373291016,67.83751678466797,65.70001220703125,66.41251373291016,42.293670654296875,4121266
2008-10-16,65.47501373291016,65.47501373291016,62.62501525878906,63.86251449584961,40.66974639892578,4988300
2008-10-17,65.17501831054688,65.62501525878906,58.20001220703125,59.06251525878906,37.612953186035156,4189569
2008-10-20,59.287513732910156,62.100013732910156,57.86251449584961,59.73751449584961,38.04279708862305,5942223
2008-10-21,60.33751678466797,63.37501525878906,58.50001525878906,60.225013732910156,38.3532600402832,6035457
2008-10-22,59.62501525878906,60.075016021728516,56.36251449584961,56.92501449584961,36.25172805786133,4056074
2008-10-23,55.5000114440918,56.0250129699707,53.32501220703125,54.1500129699707,34.484500885009766,4981028
2008-10-24,52.5000114440918,53.2500114440918,46.5000114440918,47.13751220703125,30.018718719482422,7429191
2008-10-27,46.27500915527344,46.5000114440918,39.00000762939453,43.5000114440918,27.702232360839844,9658629
2008-10-29,49.5000114440918,52.350013732910156,45.0000114440918,49.237510681152344,31.35606575012207,9820650
2008-10-31,51.82501220703125,54.0000114440918,49.800010681152344,52.38751220703125,33.36208724975586,6073415
2008-11-03,55.350013732910156,55.42501449584961,52.1250114440918,54.0000114440918,34.388980865478516,3713361
2008-11-04,53.2500114440918,56.81251525878906,52.98751449584961,56.36251449584961,35.89350509643555,3386871
2008-11-05,59.100013732910156,59.100013732910156,53.2500114440918,54.30001449584961,34.58003234863281,4609190
2008-11-06,53.2500114440918,56.06251525878906,51.412513732910156,52.5000114440918,33.4337272644043,3672172
2008-11-07,52.1250114440918,58.2750129699707,51.7500114440918,56.5875129699707,36.03679275512695,6187610
2008-11-10,58.350013732910156,59.17501449584961,56.5875129699707,57.86251449584961,36.84874725341797,2831383
2008-11-11,58.12501525878906,59.5875129699707,55.8750114440918,57.18751525878906,36.418880462646484,6675003
2008-11-12,58.42501449584961,58.42501449584961,54.11251449584961,54.787513732910156,34.8904914855957,4279042
